,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
6496,Johnny the Homicidal Maniac: Director's Cut,4.34,9692,479,,English,168 pages,Paperback,Published July 15th 1997 by Slave Labor Graphics (first published June 1997),Sequential Art,Jhonen Vásquez
6497,"Batman, Volume 7: Endgame",4.17,6366,510,,English,176 pages,Hardcover,Published September 30th 2015 by DC Comics,Sequential Art,Scott Snyder
6498,Palestine,4.21,16431,1121,1.0,English,288 pages,Paperback,Published December 17th 2001 by Fantagraphics (first published 1996),Sequential Art,Joe Sacco
6499,Secret Invasion,3.68,5874,407,,English,248 pages,Paperback,Published January 21st 2009 by Marvel (first published 2009),Sequential Art,Brian Michael Bendis
6500,Thunder in Her Veins,4.11,5306,495,,English,146 pages,Hardcover,Published June 7th 2016 by Marvel,Sequential Art,Jason Aaron
6501,"The Walking Dead, Vol. 23: Whispers Into Screams",4.15,7380,492,1.0,English,136 pages,Comics,Published April 29th 2015 by Image Comics,Sequential Art,Robert Kirkman
6502,Batgirl: Year One,4.11,7776,347,,English,224 pages,Paperback,Published December 1st 2003 by DC Comics,Sequential Art,Scott Beatty
6503,"Nailbiter, Vol. 1: There Will Be Blood",4.04,5946,605,,English,144 pages,Paperback,Published October 14th 2014 by Image Comics (first published October 1st 2014),Sequential Art,Joshua Williamson
6504,"Runaways, Vol. 5: Escape to New York",4.10,5730,218,,English,144 pages,Paperback,Published March 29th 2006 by Marvel,Sequential Art,Brian K. Vaughan
6505,"Fables, Vol. 18: Cubs in Toyland",4.17,6944,578,2.0,English,192 pages,Paperback,Published January 22nd 2013 by Vertigo,Sequential Art,Bill Willingham
6506,Gender Queer: A Memoir,4.33,32091,4932,1.0,English,240 pages,Paperback,Published May 28th 2019 by Oni Press,Sequential Art,Maia Kobabe
6507,"Wonder Woman, Volume 3: Iron",4.00,5089,336,,English,176 pages,Hardcover,Published September 11th 2013 by DC Comics,Sequential Art,Brian Azzarello
6508,"The Walking Dead, Vol. 20: All Out War Part 1",4.22,9433,500,1.0,English,136 pages,Comics,Published March 11th 2014 by Image Comics,Sequential Art,Robert Kirkman
6509,Superman: Whatever Happened to the Man of Tomorrow?,4.14,12425,250,,English,47 pages,Paperback,Published December 31st 1997 by DC Comics (first published 1985),Sequential Art,Alan Moore
6510,"DC: The New Frontier, Volume 1",4.18,10950,238,,English,208 pages,Paperback,Published December 1st 2004 by DC Comics,Sequential Art,Darwyn Cooke
6511,Shortcomings,3.64,13749,1208,,English,108 pages,Hardcover,Published October 2nd 2007 by Drawn and Quarterly,Sequential Art,Adrian Tomine
6512,"Planetary, Volume 2: The Fourth Man",4.36,10260,204,,English,144 pages,Paperback,Published December 1st 2001 by WildStorm (first published March 1st 2001),Sequential Art,Warren Ellis
6513,"Batman & Robin, Vol. 3: Batman & Robin Must Die!",4.08,7673,235,,English,168 pages,Hardcover,Published May 17th 2011 by DC Comics (first published May 11th 2011),Sequential Art,Grant Morrison
6514,The Mansions of the Gods,4.22,6190,145,,English,48 pages,Paperback,Published October 28th 2004 by Asterix (first published March 4th 1971),Sequential Art,René Goscinny
6515,"Preacher, Volume 5: Dixie Fried",4.29,19478,260,,English,224 pages,Comics,Published September 1st 1998 by Vertigo (first published January 1st 1998),Sequential Art,Garth Ennis
6516,Daredevil: Yellow,3.99,6607,416,,English,168 pages,Paperback,Published July 13th 2011 by Marvel (first published 2002),Sequential Art,Jeph Loeb
6517,"Trees, Vol. 1: In Shadow",3.75,6188,694,,English,160 pages,Paperback,Published February 11th 2015 by Image Comics,Sequential Art,Warren Ellis
6518,"Fables, Vol. 19: Snow White",3.92,5129,424,,English,168 pages,Paperback,Published December 24th 2013 by Vertigo,Sequential Art,Bill Willingham
6519,"The Walking Dead, Book Two",4.34,14402,596,,English,304 pages,Hardcover,Published March 7th 2007 by Image Comics (first published November 2005),Sequential Art,Robert Kirkman
6520,"Captain Marvel, Volume 2: Stay Fly",3.91,5279,413,,English,120 pages,Paperback,Published April 8th 2015 by Marvel,Sequential Art,Kelly Sue DeConnick
6521,Star Wars: Princess Leia,3.66,6951,721,,English,120 pages,Paperback,Published November 3rd 2015 by Marvel (first published March 4th 2015),Media Tie In,Mark Waid
6522,"Akira, Vol. 2",4.46,13180,463,,English,302 pages,Paperback,Published April 3rd 2001 by Dark Horse (first published 1984),Sequential Art,Katsuhiro Otomo
6523,"Doctor Strange, Vol. 1: The Way of the Weird",3.98,4900,563,,English,136 pages,Hardcover,Published May 10th 2016 by Marvel Comics (first published April 27th 2016),Sequential Art,Jason Aaron
6524,"The Wicked + The Divine, Vol. 5: Imperial Phase, Part I",3.98,6805,635,2.0,English,200 pages,Paperback,Published June 7th 2017 by Image Comics,Sequential Art,Kieron Gillen
6525,Epileptic,3.89,13376,712,,English,368 pages,Paperback,Published July 4th 2005 by Pantheon (first published 1996),Sequential Art,David B.
6526,"Die, Vol. 1: Fantasy Heartbreaker",4.02,5713,835,3.0,English,184 pages,Paperback,Published June 11th 2019 by Image Comics,Sequential Art,Kieron Gillen
6527,From the Dead,4.11,6982,746,,English,136 pages,Paperback,Published October 14th 2014 by Marvel,Sequential Art,Warren Ellis
6528,The Underwater Welder,4.09,10208,1047,2.0,English,220 pages,Paperback,Published August 7th 2012 by Top Shelf (first published July 11th 2012),Sequential Art,Jeff Lemire
6529,Green Arrow: Year One,4.06,6892,417,,English,160 pages,Hardcover,Published April 22nd 2008 by DC Comics (first published 2007),Sequential Art,Andy Diggle
6530,"Runaways, Vol. 6: Parental Guidance",4.11,4602,205,,English,144 pages,Paperback,Published November 8th 2006 by Marvel (first published October 25th 2006),Sequential Art,Brian K. Vaughan
6531,Asterix and the Roman Agent,4.20,6075,150,,,48 pages,Paperback,Published October 21st 2004 by Asterix (first published 1970),Sequential Art,René Goscinny
6532,"Attack on Titan, Vol. 1",4.47,207966,4031,1.0,English,193 pages,Paperback,Published June 19th 2012 by Kodansha Comics (first published September 9th 2009),Sequential Art,Hajime Isayama
6533,Princess Princess Ever After,4.01,16855,3170,,English,53 pages,Hardcover,Published September 6th 2016 by Oni Press (first published September 1st 2014),Sequential Art,Kay O'Neill
6534,Greater Power,3.81,4140,446,,English,136 pages,Paperback,Published May 24th 2016 by Marvel,Sequential Art,Jason Latour
6535,"Sweet Tooth, Volume 3: Animal Armies",4.15,8382,410,,English,143 pages,Paperback,Published June 14th 2011 by RHUS,Sequential Art,Jeff Lemire
6536,"Planetary, Volume 3: Leaving the 20th Century",4.37,8466,153,,English,144 pages,Paperback,Published April 1st 2005 by RHUS (first published March 30th 2004),Sequential Art,Warren Ellis
6537,Obelix and Co.,4.16,5926,162,,English,48 pages,Paperback,Published February 17th 2005 by Asterix (first published 1976),Sequential Art,René Goscinny
6538,Asterix in Corsica,4.15,6462,136,,English,48 pages,Paperback,Published December 16th 2004 by Asterix (first published January 1st 1973),Sequential Art,René Goscinny
6539,"Invincible: Ultimate Collection, Vol. 1",4.29,9421,430,,English,400 pages,Hardcover,Published February 12th 2008 by Image Comics (first published August 2005),Sequential Art,Robert Kirkman
6540,The Tea Dragon Society,4.36,42128,9246,2.0,English,71 pages,Hardcover,Published October 31st 2017 by Oni Press (first published October 18th 2017),Sequential Art,Kay O'Neill
6541,The Name of the Rose,4.13,5733,288,,English,144 pages,Hardcover,Published January 5th 2011 by Marvel Comics Group (first published December 22nd 2010),Sequential Art,Marjorie M. Liu
6542,The Red Sea Sharks,4.00,9498,222,,English,64 pages,Paperback,Published September 26th 2012 by Farshore (first published 1958),Sequential Art,Hergé
6543,Wolverine,4.04,9110,369,,English,144 pages,Hardcover,Published January 3rd 2007 by Marvel Comics Group (first published 1982),Sequential Art,Chris Claremont
6544,Avengers vs. X-Men Omnibus,3.69,4900,474,,English,568 pages,Hardcover,Published November 21st 2012 by Marvel,Sequential Art,Brian Michael Bendis
6545,"The Walking Dead, Vol. 24: Life and Death",4.28,6943,636,,English,136 pages,Comics,Published September 1st 2015 by Image Comics,Sequential Art,Robert Kirkman
6546,Avengers World,3.80,4673,310,,English,152 pages,Hardcover,Published April 28th 2013 by Marvel,Sequential Art,Jonathan Hickman
6547,Showdown on the Smuggler's Moon,4.11,6215,528,,English,144 pages,Paperback,Published January 26th 2016 by Marvel Comics,Media Tie In,Jason Aaron
6548,"Black Hammer, Vol. 1: Secret Origins",4.18,6444,731,3.0,English,184 pages,Paperback,Published April 25th 2017 by Dark Horse,Sequential Art,Jeff Lemire
6549,Family Matters,4.28,5331,169,,English,184 pages,Hardcover,Published November 8th 2006 by Marvel,Sequential Art,Allan Heinberg
6550,Buffy the Vampire Slayer: Time of Your Life,3.96,9472,396,,English,136 pages,Paperback,Published May 6th 2009 by Dark Horse Books (first published 2009),Sequential Art,Joss Whedon
6551,The Crow,4.29,13657,666,,English,240 pages,Paperback,Published September 3rd 2002 by Pocket Books (first published 1989),Sequential Art,James O'Barr
6552,"Superman – Action Comics, Volume 1: Superman and the Men of Steel",3.75,7526,435,,English,256 pages,Hardcover,Published August 7th 2012 by DC Comics,Sequential Art,Grant Morrison
6553,"Fullmetal Alchemist, Vol. 1",4.52,151022,2102,,English,180 pages,Paperback,Published May 3rd 2005 by VIZ Media LLC (first published January 22nd 2002),Sequential Art,Hiromu Arakawa
6554,Richard Stark's Parker: The Hunter,4.18,7483,605,3.0,English,140 pages,Hardcover,"Published July 14th 2009 by Idea and Design Works, LLC. (first published June 1st 2009)",Sequential Art,Darwyn Cooke
6555,Asterix and the Great Crossing,4.04,5631,125,,English,48 pages,Paperback,Published December 16th 2004 by Asterix (first published 1975),Sequential Art,René Goscinny
6556,"Making Comics: Storytelling Secrets of Comics, Manga and Graphic Novels",4.34,8820,361,,English,264 pages,Paperback,Published September 5th 2006 by William Morrow Paperbacks,Sequential Art,Scott McCloud
6557,The Batman Adventures: Mad Love,4.30,9456,364,1.0,English,63 pages,Paperback,Published December 15th 1995 by DC Comics (first published December 15th 1993),Sequential Art,Paul Dini
6558,"DC Comics: Bombshells, Vol. 1: Enlisted",3.98,4787,645,,English,144 pages,Paperback,Published March 8th 2016 by DC Comics (first published March 2nd 2016),Sequential Art,Marguerite Bennett
6559,"Batman: Knightfall, Part One: Broken Bat",4.10,20629,255,,English,268 pages,Paperback,Published September 3rd 1993 by DC Comics (first published September 1st 1993),Sequential Art,Doug Moench
6560,The Far Side Gallery,4.43,25379,248,,English,192 pages,Paperback,Published October 1st 1984 by Andrews McMeel Publishing (first published 1982),Sequential Art,Gary Larson
6561,"New X-Men, Volume 1 : E Is for Extinction",4.06,8982,247,,English,144 pages,Paperback,Published September 27th 2006 by Marvel (first published December 15th 2001),Sequential Art,Grant Morrison
6562,Superman: Secret Identity,4.26,7398,447,,English,208 pages,Paperback,Published April 9th 2013 by DC Comics (first published 2004),Sequential Art,Kurt Busiek
6563,"Swamp Thing, Vol. 5: Earth to Earth",4.34,6575,236,,English,160 pages,Paperback,Published April 1st 2002 by Vertigo (first published January 1987),Sequential Art,Alan Moore
6564,"The Walking Dead, Vol. 21: All Out War Part 2",4.11,8140,525,,English,136 pages,Comics,Published July 29th 2014 by Image Comics (first published July 23rd 2014),Sequential Art,Robert Kirkman
6565,Here to Stay,4.01,4853,245,,English,136 pages,Hardcover,Published June 11th 2013 by Marvel Comics,Sequential Art,Brian Michael Bendis
6566,The Ultimates,4.09,8770,230,,English,376 pages,Hardcover,Published May 24th 2006 by Marvel (first published October 27th 2004),Sequential Art,Mark Millar
6567,Ronin,3.65,7538,433,,English,302 pages,Paperback,Published March 1st 1995 by DC Comics (first published 1983),Sequential Art,Frank Miller
6568,"Southern Bastards, Vol. 1: Here Was a Man",4.12,7064,560,2.0,English,128 pages,Paperback,Published September 24th 2014 by Image Comics,Sequential Art,Jason Aaron
6569,March: Book Two,4.48,26785,2601,4.0,English,192 pages,Paperback,Published January 20th 2015 by Top Shelf Productions,Sequential Art,John Lewis
6570,"The Invincible Iron Man, Volume 1: The Five Nightmares",4.11,6242,244,1.0,English,184 pages,Hardcover,Published December 17th 2008 by Marvel,Sequential Art,Matt Fraction
6571,Kick-Ass 2,3.86,9114,480,1.0,English,208 pages,Hardcover,Published June 13th 2012 by Marvel,Sequential Art,Mark Millar
6572,Sabrina,3.84,14224,1982,4.0,English,204 pages,Hardcover,Published May 22nd 2018 by Drawn and Quarterly,Sequential Art,Nick Drnaso
6573,Here,4.21,11710,1766,2.0,English,304 pages,Hardcover,Published December 4th 2014 by Hamish Hamilton,Sequential Art,Richard McGuire
6574,Asterix in Belgium,4.10,6372,136,,English,48 pages,Paperback,Published February 17th 2005 by Asterix (first published 1979),Sequential Art,René Goscinny
6575,"Runaways, Vol. 7: Live Fast",4.23,5782,188,,English,144 pages,Paperback,Published May 9th 2007 by Marvel,Sequential Art,Brian K. Vaughan
6576,Sisters,4.34,90174,6497,3.0,English,199 pages,Paperback,Published August 26th 2014 by Scholastic/Graphix,Sequential Art,Raina Telgemeier
6577,Avatar: The Last Airbender: The Lost Adventures,4.38,21422,786,,English,226 pages,Paperback,Published June 15th 2011 by Dark Horse,Sequential Art,Bryan Konietzko
6578,"Descender, Vol. 3: Singularities",4.19,5607,580,1.0,English,128 pages,Paperback,Published December 20th 2016 by Image Comics,Sequential Art,Jeff Lemire
6579,Miles Morales: Ultimate Spider-Man,4.26,4979,388,,English,,Hardcover,Published February 15th 2012 by Marvel,Sequential Art,Brian Michael Bendis
6580,The Road to Civil War,3.84,6046,245,,English,160 pages,Paperback,Published February 21st 2007 by Marvel,Sequential Art,J. Michael Straczynski
6581,"Batman – Detective Comics, Volume 1: Faces of Death",3.74,7066,352,,English,176 pages,Hardcover,Published June 6th 2012 by DC Comics (first published June 1st 2012),Sequential Art,Tony S. Daniel
6582,"The Unwritten, Vol. 3: Dead Man's Knock",4.01,7025,352,1.0,English,160 pages,Paperback,Published March 29th 2011 by Vertigo,Sequential Art,Mike Carey
6583,"Ultimate Spider-Man, Volume 2: Learning Curve",4.21,6732,209,,English,144 pages,Paperback,Published April 4th 2007 by Marvel (first published 2001),Sequential Art,Brian Michael Bendis
6584,"Runaways, Vol. 8: Dead End Kids",3.97,6838,312,,English,152 pages,Hardcover,Published July 23rd 2008 by Marvel,Sequential Art,Joss Whedon
6585,"Avatar: The Last Airbender - The Search, Part 3",4.49,10041,695,,English,76 pages,Paperback,Published October 30th 2013 by Dark Horse Comics,Sequential Art,Gene Luen Yang
6586,"Paper Girls, Volume 5",4.21,13675,1150,1.0,English,128 pages,Paperback,Published December 11th 2018 by Image Comics,Sequential Art,Brian K. Vaughan
6587,The Best We Could Do,4.38,30458,4378,6.0,English,329 pages,Hardcover,Published March 7th 2017 by Harry N. Abrams,Sequential Art,Thi Bui
6588,Fables - Book One,4.29,10534,526,,English,261 pages,Hardcover,Published October 6th 2009 by DC Vertigo (first published 2009),Sequential Art,Bill Willingham
6589,"Alias, Vol. 2: Come Home",4.12,5382,397,,English,128 pages,Paperback,Published February 12th 2003 by Marvel Comics Group (first published January 1st 2003),Sequential Art,Brian Michael Bendis
6590,"Batwoman, Volume 2: To Drown the World",3.89,4175,295,1.0,English,144 pages,Hardcover,Published January 22nd 2013 by DC Comics (first published January 9th 2013),Sequential Art,J.H. Williams III
6591,"Bone, Vol. 3: Eyes of the Storm",4.33,13891,692,1.0,English,174 pages,Paperback,Published February 1st 2006 by Graphix (first published August 1994),Sequential Art,Jeff Smith
