,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
7935,"Eat to Live Cookbook: 200 Delicious Nutrient-Rich Recipes for Fast and Sustained Weight Loss, Reversing Disease, and Lifelong Health",4.12,1597,64,,English,336 pages,Hardcover,Published October 8th 2013 by HarperOne,Food and Drink,Joel Fuhrman
7936,Happy Herbivore Light & Lean: Over 150 Low-Calorie Recipes with Workout Plans for Looking and Feeling Great,4.24,1016,43,,English,336 pages,Paperback,Published December 3rd 2013 by BenBella Books (first published January 1st 2013),Food and Drink,Lindsay S. Nixon
7937,Southern Biscuits,4.27,485,18,,English,216 pages,Hardcover,Published May 1st 2011 by Gibbs Smith,Food and Drink,Nathalie Dupree
7938,"Quick-Fix Vegan: Healthy, Homestyle Meals in 30 Minutes or Less",4.01,708,30,,English,224 pages,Paperback,Published October 4th 2011 by Andrews McMeel Publishing,Food and Drink,Robin Robertson
7939,Under Pressure: Cooking Sous Vide,4.24,711,25,,English,304 pages,Hardcover,Published November 17th 2008 by Artisan (first published November 3rd 2008),Food and Drink,Thomas Keller
7940,Putting Food By,4.18,1017,47,,English,432 pages,Paperback,Published February 1st 1992 by Plume (first published January 28th 1975),Food and Drink,Janet Greene
7941,Chocolate from the Cake Mix Doctor,4.17,821,19,,English,464 pages,Hardcover,Published October 1st 2001 by Workman Publishing Company (first published 2001),Food and Drink,Anne Byrn
7942,The Professional Pastry Chef: Fundamentals of Baking and Pastry,4.38,1336,22,,English,1040 pages,Hardcover,Published March 5th 2002 by Wiley (first published December 1st 1989),Food and Drink,Bo Friberg
7943,Harry Potter and the Philosopher’s Stone,4.47,9081735,143109,28.0,English,223 pages,Paperback,Published June 30th 1997 by Bloomsbury Publishing (first published June 26th 1997),Fantasy,J.K. Rowling
7944,Harry Potter and the Chamber of Secrets,4.43,3509096,69065,7.0,English,341 pages,Hardcover,Published June 2nd 1999 by Arthur A. Levine Books (first published July 2nd 1998),Fantasy,J.K. Rowling
7945,The Hobbit,4.28,3580193,61557,3.0,English,366 pages,Paperback,Published August 15th 2002 by Houghton Mifflin (first published September 21st 1937),Fantasy,J.R.R. Tolkien
7946,Harry Potter and the Goblet of Fire,4.56,3316342,60227,9.0,English,734 pages,Paperback,Published September 28th 2002 by Scholastic (first published July 8th 2000),Fantasy,J.K. Rowling
7947,Harry Potter and the Half-Blood Prince,4.58,2989106,50448,3.0,English,652 pages,Paperback,Published September 16th 2006 by Scholastic Inc. (first published July 16th 2005),Fantasy,J.K. Rowling
7948,Harry Potter and the Order of the Phoenix,4.50,3085673,55215,9.0,English,912 pages,Paperback,Published September 2004 by Scholastic Inc. (first published June 21st 2003),Fantasy,J.K. Rowling
7949,Harry Potter and the Deathly Hallows,4.62,3404708,77771,8.0,English,759 pages,Hardcover,Published July 21st 2007 by Arthur A. Levine Books,Fantasy,J.K. Rowling
7950,A Game of Thrones,4.44,2320859,59630,4.0,English,835 pages,Mass Market Paperback,Published August 2005 by Bantam (first published August 6th 1996),Fantasy,George R.R. Martin
7951,The Fellowship of the Ring,4.38,2653099,32567,1.0,English,432 pages,Kindle Edition,Published June 2022 by William Morrow (first published July 29th 1954),Fantasy,J.R.R. Tolkien
7952,A Clash of Kings,4.41,877672,26017,3.0,English,969 pages,Paperback,Published May 28th 2002 by Bantam (first published November 16th 1998),Fantasy,George R.R. Martin
7953,The Name of the Wind,4.52,873147,49783,8.0,English,662 pages,Hardcover,Published April 2007 by Penguin Group DAW (first published March 27th 2007),Fantasy,Patrick Rothfuss
7954,The Two Towers,4.47,868545,15730,,English,448 pages,Kindle Edition,Published June 2022 by William Morrow (first published November 11th 1954),Fantasy,J.R.R. Tolkien
7955,The Return of the King,4.55,811698,14939,,English,432 pages,Kindle Edition,Published June 2022 by William Morrow (first published October 20th 1955),Fantasy,J.R.R. Tolkien
7956,The Final Empire,4.47,559143,40834,2.0,English,541 pages,Hardcover,Published July 17th 2006 by Tor Books,Fantasy,Brandon Sanderson
7957,"The Lion, the Witch and the Wardrobe",4.23,2575173,28743,3.0,English,206 pages,Paperback,Published 2005 by HarperCollins Publishers (first published October 16th 1950),Fantasy,C.S. Lewis
7958,Six of Crows,4.49,751270,81963,9.0,English,465 pages,Hardcover,Published September 29th 2015 by Henry Holt & Company,Fantasy,Leigh Bardugo
7959,A Storm of Swords,4.54,734185,23790,6.0,English,1177 pages,Mass Market Paperback,Published March 4th 2003 by Bantam (first published August 8th 2000),Fantasy,George R.R. Martin
7960,A Court of Thorns and Roses,4.20,1304126,103428,2.0,English,419 pages,Paperback,Published June 2nd 2020 by Bloomsbury Publishing (first published May 5th 2015),Fantasy,Sarah J. Maas
7961,A Feast for Crows,4.15,692471,23177,2.0,English,1061 pages,Mass Market Paperback,Published 2011 by Bantam Books (first published October 17th 2005),Fantasy,George R.R. Martin
7962,The Lightning Thief,4.29,2627942,82133,14.0,English,377 pages,Paperback,Published March 1st 2006 by Disney Hyperion Books (first published July 28th 2005),Fantasy,Rick Riordan
7963,The Golden Compass,4.01,1449249,26089,4.0,English,399 pages,Hardcover,Published April 16th 1996 by Alfred A. Knopf Books for Young Readers (first published July 1st 1995),Fantasy,Philip Pullman
7964,Shadow and Bone,3.95,814427,73150,7.0,English,358 pages,Hardcover,Published June 5th 2012 by Henry Holt & Company,Fantasy,Leigh Bardugo
7965,Eragon,3.93,1652465,25184,20.0,English,503 pages,Paperback,Published June 1st 2005 by Alfred A. Knopf (first published June 1st 2002),Fantasy,Christopher Paolini
7966,Throne of Glass,4.19,955094,64430,3.0,English,,Paperback,Published January 2023 by Bloomsbury USA Childrens (first published August 2nd 2012),Fantasy,Sarah J. Maas
7967,A Dance with Dragons,4.33,615695,23486,6.0,English,1125 pages,Kindle Edition,Published July 12th 2011 by Bantam,Fantasy,George R.R. Martin
7968,American Gods,4.11,869722,43865,13.0,English,635 pages,Kindle Edition,Published June 21st 2011 by William Morrow (first published June 19th 2001),Fantasy,Neil Gaiman
7969,The Night Circus,4.03,872278,92472,9.0,English,387 pages,Hardcover,Published September 13th 2011 by Doubleday,Fantasy,Erin Morgenstern
7970,City of Bones,4.08,1890001,70956,5.0,English,485 pages,Hardcover,Published March 27th 2007 by Margaret K. McElderry Books,Fantasy,Cassandra Clare
7971,Twilight,3.64,6053317,119966,25.0,English,498 pages,Paperback,"Published September 6th 2006 by Little, Brown and Company (first published October 5th 2005)",Fantasy,Stephenie Meyer
7972,The Cruel Prince,4.08,814994,74638,5.0,English,370 pages,Hardcover,"Published January 2nd 2018 by Little, Brown Books for Young Readers",Fantasy,Holly Black
7973,A Darker Shade of Magic,4.07,299355,37431,3.0,English,400 pages,Hardcover,Published February 24th 2015 by Tor,Fantasy,V.E. Schwab
7974,A Court of Mist and Fury,4.63,933607,83838,1.0,English,624 pages,Paperback,Published June 2nd 2020 by Bloomsbury Publishing (first published May 3rd 2016),Fantasy,Sarah J. Maas
7975,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",4.25,666241,34079,2.0,English,491 pages,Mass Market Paperback,Published November 28th 2006 by William Morrow (first published 1990),Fantasy,Terry Pratchett
7976,The Way of Kings,4.65,410693,28402,4.0,English,1007 pages,Hardcover,Published August 31st 2010 by Tor Books,Fantasy,Brandon Sanderson
7977,Stardust,4.10,418913,22864,4.0,English,248 pages,Paperback,Published August 29th 2006 by Harper Perennial (first published 1998),Fantasy,Neil Gaiman
7978,Neverwhere,4.17,493451,26800,2.0,English,370 pages,Paperback,Published September 2nd 2003 by William Morrow Paperbacks (first published September 16th 1996),Fantasy,Neil Gaiman
7979,The Wise Man's Fear,4.55,509355,25375,5.0,English,994 pages,Hardcover,Published March 1st 2011 by DAW Books,Fantasy,Patrick Rothfuss
7980,Crooked Kingdom,4.61,505672,57333,1.0,English,561 pages,Kindle Edition,Published September 27th 2016 by Orion Children's Books,Fantasy,Leigh Bardugo
7981,The Lord of the Rings,4.52,636360,13558,6.0,English,1216 pages,Paperback,Published October 12th 2005 by Houghton Mifflin Harcourt (first published October 20th 1955),Fantasy,J.R.R. Tolkien
7982,The Sea of Monsters,4.24,1002553,37851,,English,279 pages,Hardcover,Published April 1st 2006 by Hyperion Books,Fantasy,Rick Riordan
7983,The Well of Ascension,4.38,384124,22438,,English,763 pages,Hardcover,Published August 21st 2007 by Tor Books,Fantasy,Brandon Sanderson
7984,The Lies of Locke Lamora,4.30,268659,18426,6.0,English,752 pages,Kindle Edition,Published June 27th 2006 by Spectra (first published June 1st 2006),Fantasy,Scott Lynch
7985,Assassin's Apprentice,4.17,289652,14059,3.0,English,435 pages,Mass Market Paperback,Published March 1st 1996 by Spectra Books (first published May 1995),Fantasy,Robin Hobb
7986,Harry Potter and the Cursed Child: Parts One and Two,3.51,922138,70877,3.0,English,343 pages,Hardcover,"Published July 31st 2016 by Little, Brown",Fantasy,John Tiffany
7987,The Ocean at the End of the Lane,4.01,567766,54873,6.0,English,181 pages,Hardcover,Published June 18th 2013 by William Morrow Books,Fantasy,Neil Gaiman
7988,Siege and Storm,3.84,509625,49292,1.0,English,435 pages,Hardcover,Published June 4th 2013 by Henry Holt and Company,Fantasy,Leigh Bardugo
7989,Graceling,4.07,437703,25241,16.0,English,471 pages,Hardcover,Published October 1st 2008 by Harcourt,Fantasy,Kristin Cashore
7990,A Court of Wings and Ruin,4.44,749906,55528,1.0,English,699 pages,Paperback,Published June 2nd 2020 by Bloomsbury Publishing (first published May 2nd 2017),Fantasy,Sarah J. Maas
7991,Crown of Midnight,4.36,594726,43174,1.0,English,,Hardcover,Published January 2023 by Bloomsbury USA Childrens (first published August 15th 2013),Fantasy,Sarah J. Maas
7992,The Titan's Curse,4.36,908882,30317,1.0,English,320 pages,Paperback,Published May 5th 2007 by Puffin Books,Fantasy,Rick Riordan
7993,The Color of Magic,4.00,361714,12252,1.0,English,228 pages,Paperback,Published September 13th 2005 by Harper (first published December 1st 1983),Fantasy,Terry Pratchett
7994,The Princess Bride,4.26,861295,23653,,English,456 pages,Paperback,Published July 15th 2003 by Ballantine Books (first published September 1st 1973),Fantasy,William Goldman
7995,Uprooted,4.05,213885,27058,7.0,English,438 pages,Hardcover,Published May 19th 2015 by Del Rey,Fantasy,Naomi Novik
7996,Red Queen,4.02,869140,60391,6.0,English,388 pages,Hardcover,Published February 10th 2015 by HarperTeen,Fantasy,Victoria Aveyard
7997,A Wizard of Earthsea,4.01,287163,13219,4.0,English,183 pages,Paperback,Published September 28th 2004 (first published 1968),Fantasy,Ursula K. Le Guin
7998,The Hero of Ages,4.52,352680,23320,3.0,English,572 pages,Hardcover,Published October 14th 2008 by Tor Books,Fantasy,Brandon Sanderson
7999,The Subtle Knife,4.14,414918,11984,2.0,English,370 pages,Kindle Edition,Published September 2018 by RHCP Digital (first published July 22nd 1997),Fantasy,Philip Pullman
8000,The Battle of the Labyrinth,4.41,950058,27569,,English,361 pages,Hardcover,Published March 6th 2008 by Hyperion Books for Children,Fantasy,Rick Riordan
8001,Howl’s Moving Castle,4.29,293731,23374,2.0,English,329 pages,Mass Market Paperback,Published August 1st 2001 by Harper Trophy (first published April 1986),Fantasy,Diana Wynne Jones
8002,The Hunger Games,4.32,7798382,190341,41.0,English,374 pages,Hardcover,Published October 14th 2008 by Scholastic Press (first published September 14th 2008),Young Adult,Suzanne Collins
8003,The Silmarillion,3.98,262256,11097,3.0,English,386 pages,Hardcover,Published November 15th 2004 by Houghton Mifflin Company (first published September 15th 1977),Fantasy,J.R.R. Tolkien
8004,The Last Wish,4.14,302259,20422,2.0,English,400 pages,Kindle Edition,Published December 14th 2008 by Orbit (first published January 31st 1993),Fantasy,Andrzej Sapkowski
8005,The Magician's Nephew,4.05,496256,17942,,English,221 pages,Paperback,Published May 4th 2005 by HarperCollins Publishers (first published May 2nd 1955),Fantasy,C.S. Lewis
8006,The Last Olympian,4.53,872652,32810,4.0,English,381 pages,Hardcover,Published May 5th 2009 by Disney-Hyperion Books,Fantasy,Rick Riordan
8007,The Fifth Season,4.32,223749,25632,12.0,English,468 pages,Paperback,Published August 4th 2015 by Orbit,Fantasy,N.K. Jemisin
8008,New Moon,3.58,1774964,53764,5.0,English,563 pages,Hardcover,"Published September 6th 2006 by Little, Brown and Company",Young Adult,Stephenie Meyer
8009,Ruin and Rising,4.02,434239,46293,1.0,English,422 pages,Hardcover,Published June 17th 2014 by Henry Holt and Company,Fantasy,Leigh Bardugo
8010,Eldest,4.01,409437,10706,4.0,English,704 pages,Paperback,Published March 13th 2007 by Knopf Books for Young Readers (first published August 23rd 2005),Fantasy,Christopher Paolini
8011,City of Ashes,4.13,878287,34117,2.0,English,453 pages,Hardcover,Published March 25th 2008 by Margaret K. McElderry Books,Fantasy,Cassandra Clare
8012,Heir of Fire,4.46,508996,37615,1.0,English,,Hardcover,Published January 2023 by Bloomsbury USA Childrens (first published September 2nd 2014),Fantasy,Sarah J. Maas
8013,The Amber Spyglass,4.10,341345,12515,6.0,English,465 pages,Mass Market Paperback,Published September 9th 2003 by Laurel Leaf (first published October 10th 2000),Fantasy,Philip Pullman
8014,Miss Peregrine's Home for Peculiar Children,3.92,1178671,64982,5.0,English,352 pages,Hardcover,Published June 7th 2011 by Quirk,Fantasy,Ransom Riggs
8015,The Invisible Life of Addie LaRue,4.22,766449,102297,5.0,English,444 pages,Hardcover,Published October 6th 2020 by Tor Books,Fantasy,V.E. Schwab
8016,Circe,4.25,807903,80213,7.0,English,393 pages,Hardcover,"Published April 10th 2018 by Little, Brown and Company",Fantasy,Madeline Miller
8017,The Graveyard Book,4.15,504283,36935,18.0,English,312 pages,Hardcover,Published September 30th 2008 by HarperCollins,Fantasy,Neil Gaiman
8018,Breaking Dawn,3.72,1577465,50956,3.0,English,756 pages,Hardcover,"Published August 2nd 2008 by Little, Brown and Company",Fantasy,Stephenie Meyer
8019,City of Glass,4.29,912415,32319,3.0,English,541 pages,Hardcover,Published March 24th 2009 by Margaret K. McElderry Books,Fantasy,Cassandra Clare
8020,Prince Caspian,3.98,405671,10015,,English,240 pages,Hardcover,Published June 20th 2005 by HarperCollins Publishers (first published October 15th 1951),Fantasy,C.S. Lewis
8021,The Wicked King,4.33,500804,48358,3.0,English,336 pages,ebook,"Published January 8th 2019 by Little, Brown Books for Young Readers",Fantasy,Holly Black
8022,An Ember in the Ashes,4.26,262067,31260,12.0,English,446 pages,Paperback,Published February 9th 2016 by Razorbill (first published April 28th 2015),Fantasy,Sabaa Tahir
8023,The Great Hunt,4.25,287425,8737,,English,705 pages,Mass Market Paperback,Published October 15th 1991 by Tor Books (first published November 15th 1990),Fantasy,Robert Jordan
8024,The Blade Itself,4.20,211698,12705,3.0,English,515 pages,Paperback,Published March 8th 2007 by Gollancz (first published May 4th 2006),Fantasy,Joe Abercrombie
8025,Daughter of Smoke & Bone,4.00,354118,32640,14.0,English,418 pages,Hardcover,"Published September 27th 2011 by Little, Brown Books for Young Readers",Fantasy,Laini Taylor
8026,A Wrinkle in Time,3.99,1141535,37278,4.0,English,218 pages,Paperback,Published November 7th 2017 by Square Fish (first published 1962),Fantasy,Madeleine L'Engle
8027,The Voyage of the Dawn Treader,4.09,442631,9282,,English,248 pages,Hardcover,Published September 1st 2006 by HarperCollins (first published September 15th 1952),Fantasy,C.S. Lewis
