,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
3159,The Trumpet of the Swan,4.09,74596,2797,3.0,English,252 pages,Paperback,Published 2000 by HarperTrophy (first published 1970),Classics,E.B. White
3160,,,,,,,,,,,
3161,The Runaway Bunny,4.07,79103,1107,,English,48 pages,Hardcover,Published January 24th 2017 by HarperCollins (first published June 5th 1942),Childrens,Margaret Wise Brown
3162,The Subtle Knife,4.14,414908,11983,2.0,English,370 pages,Kindle Edition,Published September 2018 by RHCP Digital (first published July 22nd 1997),Fantasy,Philip Pullman
3163,Miss Nelson Is Missing!,4.30,106445,1567,4.0,English,32 pages,Paperback,Published October 28th 1985 by Sandpiper Books (first published September 9th 1977),Childrens,Harry Allard
3164,Anne of Avonlea,4.22,179768,7953,,English,276 pages,Mass Market Paperback,Published September 1992 by Bantam Books (first published January 14th 1909),Classics,L.M. Montgomery
3165,The Witch of Blackbird Pond,4.01,146447,6898,2.0,English,256 pages,Paperback,Published May 15th 1978 by Laurel Leaf (first published 1958),Historical,Elizabeth George Speare
3166,Ramona the Pest,4.07,65062,1736,3.0,,192 pages,Paperback,Published June 8th 2000 by Oxford University Press (first published 1968),Childrens,Beverly Cleary
3167,The Neverending Story,4.18,188589,8471,4.0,English,396 pages,Hardcover,Published 1997 by Dutton Children's Books (first published September 1st 1979),Fantasy,Michael Ende
3168,The Carnivorous Carnival,4.00,122720,3034,,English,286 pages,Hardcover,Published October 17th 2002 by HarperCollins Publishers,Fiction,Lemony Snicket
3169,The Hostile Hospital,3.99,111288,3143,,English,272 pages,Hardcover,Published May 10th 2003 by Egmont (first published September 4th 2001),Fiction,Lemony Snicket
3170,The Paper Bag Princess,4.31,50365,2258,,English,32 pages,Paperback,Published May 1st 1980 by Annick Press,Childrens,Robert Munsch
3171,The Slippery Slope,4.04,118830,3001,,English,337 pages,Hardcover,Published September 23rd 2003 by HarperCollins Publishers,Fiction,Lemony Snicket
3172,The Sneetches and Other Stories,4.31,64871,1055,,English,65 pages,Paperback,Published May 1st 2003 by HarperCollins Publishers (first published 1961),Childrens,Dr. Seuss
3173,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy",4.17,55283,5793,5.0,English,262 pages,Paperback,Published March 2007 by Yearling (first published June 14th 2005),Childrens,Jeanne Birdsall
3174,The Adventures of Huckleberry Finn,3.83,1228635,18137,,English,327 pages,Paperback,Published December 31st 2002 by Penguin Classics (first published February 18th 1884),Classics,Mark Twain
3175,These Happy Golden Years,4.20,72059,1656,1.0,English,289 pages,Hardcover,Published October 14th 1953 by Harper & Row (first published 1943),Classics,Laura Ingalls Wilder
3176,Mr. Brown Can Moo! Can You?,4.13,52059,916,,English,32 pages,Paperback,Published August 4th 2003 by Harpercollins Childs (first published January 1st 1970),Childrens,Dr. Seuss
3177,"Ramona Quimby, Age 8",4.10,70966,1731,4.0,English,190 pages,Paperback,Published January 1982 by Yearling (first published 1981),Childrens,Beverly Cleary
3178,The Grim Grotto,4.02,108710,2764,,English,323 pages,Hardcover,Published September 21st 2004 by HarperCollins Publishers,Fiction,Lemony Snicket
3179,The Story of Babar,4.08,58109,526,,English,48 pages,Hardcover,Published September 12th 1937 by Random House Books for Young Readers (first published 1931),Childrens,Jean de Brunhoff
3180,The Penultimate Peril,4.07,101238,2848,,English,353 pages,Hardcover,Published October 18th 2005 by HarperCollins Publishers,Fiction,Lemony Snicket
3181,Mike Mulligan and His Steam Shovel,4.20,52211,706,,English,56 pages,Hardcover,Published September 9th 1939 by HMH Books for Young Readers (first published September 9th 1938),Childrens,Virginia Lee Burton
3182,Clifford the Big Red Dog,4.16,86494,937,,English,32 pages,Paperback,Published January 1st 1995 by Scholastic (first published 1963),Childrens,Norman Bridwell
3183,Through the Looking-Glass and What Alice Found There,4.03,129742,4107,,English,228 pages,Hardcover,Published April 23rd 1993 by Books of Wonder (first published December 27th 1871),Classics,Lewis Carroll
3184,The End,4.03,101196,5177,,English,357 pages,Hardcover,Published October 13th 2006 by HarperCollins Publishers,Fiction,Lemony Snicket
3185,The Complete Grimm's Fairy Tales,4.28,152478,2937,2.0,English,880 pages,Paperback,Published September 12th 1976 by Pantheon Books (first published December 20th 1812),Classics,Jacob Grimm
3186,Olivia,4.14,63212,1837,4.0,English,40 pages,Hardcover,Published October 1st 2000 by Atheneum Books for Young Readers (first published January 1st 2000),Childrens,Ian Falconer
3187,The Amber Spyglass,4.10,341337,12515,6.0,English,465 pages,Mass Market Paperback,Published September 9th 2003 by Laurel Leaf (first published October 10th 2000),Fantasy,Philip Pullman
3188,Watership Down,4.08,464142,16019,6.0,English,478 pages,Mass Market Paperback,Published June 1975 by Avon Books (first published November 1972),Classics,Richard Adams
3189,The Cricket in Times Square,4.03,63657,2007,4.0,English,134 pages,Mass Market Paperback,Published May 11th 1999 by Yearling (first published 1960),Childrens,George Selden
3190,Dr. Seuss's ABC: An Amazing Alphabet Book!,4.11,46444,1583,,English,24 pages,Board Book,Published January 7th 2014 by Random House Books for Young Readers (first published 1963),Childrens,Dr. Seuss
3191,Danny the Champion of the World,4.09,64160,3027,3.0,English,205 pages,Hardcover,Published February 12th 2002 by Knopf Books for Young Readers (first published 1975),Childrens,Roald Dahl
3192,A Wind in the Door,4.00,124088,4020,,English,203 pages,Mass Market Paperback,Published March 1976 by Dell Laurel-Leaf (first published January 1st 1973),Fantasy,Madeleine L'Engle
3193,Mrs. Piggle-Wiggle,4.16,53369,1542,,English,128 pages,Paperback,Published August 14th 2007 by HarperCollins (first published 1947),Childrens,Betty MacDonald
3194,Walk Two Moons,3.99,162801,7629,4.0,English,280 pages,Paperback,Published May 24th 1996 by HarperTrophy (first published January 1st 1994),Young Adult,Sharon Creech
3195,If You Give a Moose a Muffin,4.20,61676,1163,,English,32 pages,Hardcover,Published September 30th 1991 by HarperCollins,Childrens,Laura Joffe Numeroff
3196,We're Going on a Bear Hunt,4.28,45076,1798,2.0,English,40 pages,Paperback,Published January 1st 2003 by Margaret K. McElderry Books (first published 1989),Childrens,Michael Rosen
3197,Tikki Tikki Tembo,4.20,64151,1064,2.0,English,48 pages,Paperback,Published April 17th 2007 by Square Fish (first published 1968),Childrens,Arlene Mosel
3198,There's a Wocket in My Pocket!,4.06,32744,910,,English,30 pages,Paperback,Published 2003 by Collins (first published 1974),Childrens,Dr. Seuss
3199,My Side of the Mountain,4.08,72268,4049,4.0,English,177 pages,Paperback,Published April 12th 2004 by Puffin Books (first published 1959),Fiction,Jean Craighead George
3200,I Want My Hat Back,4.34,30491,3453,6.0,English,40 pages,Hardcover,Published September 27th 2011 by Candlewick Press,Childrens,Jon Klassen
3201,Fantastic Beasts and Where to Find Them,3.97,383332,12030,,English,128 pages,Hardcover,Published June 1st 2001 by Arthur A. Levine Books (first published March 1st 2001),Fantasy,Newt Scamander
3202,Knuffle Bunny: A Cautionary Tale,4.27,48288,2826,7.0,English,40 pages,Hardcover,Published July 7th 2005 by Walker Books Ltd (first published September 1st 2004),Childrens,Mo Willems
3203,The Railway Children,4.02,57434,2209,,English,188 pages,Paperback,Published May 24th 2000 by Dover Publications (first published 1906),Classics,E. Nesbit
3204,When You Reach Me,4.08,105256,12969,8.0,English,199 pages,Hardcover,Published July 14th 2009 by Wendy Lamb Books,Young Adult,Rebecca Stead
3205,If You Give a Pig a Pancake,4.25,63640,1224,,English,32 pages,Hardcover,Published April 11th 1998 by HarperCollins (first published January 1st 1998),Childrens,Laura Joffe Numeroff
3206,The Book of Three,3.98,76437,3801,,English,190 pages,Paperback,Published May 16th 2006 by Square Fish (first published March 12th 1964),Fantasy,Lloyd Alexander
3207,The City of Ember,3.89,269374,12368,14.0,English,270 pages,Paperback,Published 2003 by Random House Children's Books,Young Adult,Jeanne DuPrau
3208,The Girl Who Drank the Moon,4.12,83899,13728,7.0,English,388 pages,Hardcover,Published August 9th 2016 by Algonquin Young Readers,Fantasy,Kelly Barnhill
3209,Maniac Magee,3.89,122505,4791,13.0,English,184 pages,Paperback,Published April 28th 2002 by Scholastic (first published April 2nd 1990),Young Adult,Jerry Spinelli
3210,Little Bear,4.24,57500,595,,English,64 pages,Paperback,"Published July 1st 1999 by Scholastic, Inc. (first published 1957)",Childrens,Else Holmelund Minarik
3211,Harry the Dirty Dog,4.19,54109,1044,,English,32 pages,Hardcover,Published January 24th 2006 by HarperCollins (first published 1956),Childrens,Gene Zion
3212,Sylvester and the Magic Pebble,4.15,44634,1632,3.0,English,32 pages,Hardcover,Published April 1st 1988 by Simon & Schuster Children's Publishing (first published January 1st 1969),Childrens,William Steig
3213,Horton Hatches the Egg,4.18,46847,848,1.0,English,64 pages,Paperback,Published October 2nd 2004 by Harpercollins Children's Books (first published 1940),Childrens,Dr. Seuss
3214,The Jungle Book,3.91,116531,4339,1.0,English,277 pages,Paperback,Published February 15th 1992 by Tor Classics (first published 1894),Classics,Rudyard Kipling
3215,The Napping House,4.27,45836,1504,2.0,English,16 pages,Board Book,Published September 1st 2000 by HMH Books for Young Readers (first published 1984),Childrens,Audrey Wood
3216,The Complete Fairy Tales,4.29,106103,731,,English,803 pages,Hardcover,Published January 1996 by Gramercy Books (first published December 1872),Classics,Hans Christian Andersen
3217,The Kissing Hand,4.43,68479,1991,,English,32 pages,Hardcover,Published October 15th 1993 by Tanglewood (first published 1993),Childrens,Audrey Penn
3218,Flora & Ulysses: The Illuminated Adventures,3.88,47526,6215,5.0,English,231 pages,Hardcover,Published September 24th 2013 by Candlewick Press,Childrens,Kate DiCamillo
3219,The Cat in the Hat Comes Back,3.89,30105,722,,English,63 pages,Hardcover,Published 2000 by Begginner Books (first published September 12th 1958),Childrens,Dr. Seuss
3220,Superfudge,4.00,63048,1582,21.0,English,192 pages,Paperback,Published April 5th 2007 by Puffin Books (first published January 1st 1980),Childrens,Judy Blume
3221,The Best Christmas Pageant Ever,4.20,52405,3792,,English,128 pages,Mass Market Paperback,Published April 12th 2005 by HarperCollins (first published 1972),Holiday,Barbara Robinson
3222,The Hundred Dresses,4.10,37961,3114,1.0,English,80 pages,Paperback,Published September 1st 2004 by Clarion Books (first published 1944),Childrens,Eleanor Estes
3223,The Field Guide,3.92,84467,3831,1.0,English,114 pages,Hardcover,Published May 1st 2003 by Simon Schuster Books for Young Readers,Fantasy,Tony DiTerlizzi
3224,The Gruffalo,4.45,39666,2157,2.0,English,32 pages,Paperback,Published August 1st 1999 by MacMillan Children's Books (first published March 23rd 1999),Childrens,Julia Donaldson
3225,Redwall,4.13,113380,4636,1.0,English,352 pages,Paperback,Published September 4th 2006 by Red Fox (first published 1986),Fantasy,Brian Jacques
3226,Frindle,3.84,114639,4554,15.0,English,105 pages,Paperback,Published February 1st 1998 by Atheneum Books for Young Readers (first published September 1st 1996),Fiction,Andrew Clements
3227,The Little House,4.29,40716,1373,1.0,English,40 pages,Hardcover,Published April 26th 1942 by Houghton Mifflin Company (first published 1942),Childrens,Virginia Lee Burton
3228,Aesop's Fables,4.05,122508,2491,,English,352 pages,Paperback,Published April 10th 2003 by Oxford University Press (first published -500),Classics,Aesop
3229,Anne of the Island,4.26,159352,6296,,English,243 pages,Paperback,Published November 1st 1983 by Bantam Books (first published November 1st 1915),Classics,L.M. Montgomery
3230,The War That Saved My Life,4.49,87885,11243,8.0,English,316 pages,Hardcover,Published January 8th 2015 by Dial Books,Historical,Kimberly Brubaker Bradley
3231,The Book with No Pictures,4.33,26998,3712,5.0,English,48 pages,Hardcover,Published September 30th 2014 by Dial Books,Childrens,B.J. Novak
3232,The Foot Book: Dr. Seuss's Wacky Book of Opposites,4.05,31688,1034,,English,24 pages,Board Book,Published November 26th 1996 by Random House Books for Young Readers (first published 1968),Childrens,Dr. Seuss
3233,Caddie Woodlawn,4.01,50739,1662,2.0,English,288 pages,Paperback,Published December 26th 2006 by Aladdin (first published 1935),Historical,Carol Ryrie Brink
3234,Ramona the Brave,4.12,56302,953,1.0,English,160 pages,Paperback,Published November 9th 2000 by Oxford University Press (first published 1975),Childrens,Beverly Cleary
3235,Chrysanthemum,4.33,54602,2068,1.0,English,32 pages,Paperback,Published September 20th 1996 by Greenwillow Books (first published September 16th 1991),Childrens,Kevin Henkes
3236,Frog and Toad Together,4.24,42883,789,3.0,English,64 pages,Paperback,Published March 6th 1999 by HarperFestival (first published April 26th 1972),Childrens,Arnold Lobel
3237,"Roll of Thunder, Hear My Cry",3.87,120678,5821,11.0,English,288 pages,Paperback,Published October 1st 1991 by Puffin Books (first published October 1st 1976),Historical,Mildred D. Taylor
3238,The Magic Finger,3.70,37328,2258,,English,67 pages,Paperback,Published April 5th 2001 by Puffin Books (first published 1966),Childrens,Roald Dahl
3239,Just So Stories,4.06,47186,1550,1.0,English,210 pages,Hardcover,Published August 5th 2003 by Gramercy Books (first published 1902),Classics,Rudyard Kipling
3240,The Lost Hero,4.32,763952,28035,3.0,English,553 pages,Hardcover,Published October 12th 2010 by Disney-Hyperion Books,Fantasy,Rick Riordan
3241,Ballet Shoes,4.07,35434,1574,,English,233 pages,Paperback,Published September 2003 by Yearling (first published 1936),Classics,Noel Streatfeild
3242,Pollyanna,4.00,83580,2753,,English,304 pages,Paperback,Published February 1st 2002 by Aladdin (first published 1913),Classics,Eleanor H. Porter
3243,"Good Night, Gorilla",4.22,48705,1174,,English,32 pages,Board Book,Published February 21st 1996 by G.P. Putnam's Sons Books for Young Readers (first published 1994),Childrens,Peggy Rathmann
3244,Yertle the Turtle and Other Stories,4.15,34577,684,,English,80 pages,Hardcover,Published April 12th 1958 by Random House Books for Young Readers,Childrens,Dr. Seuss
3245,"No, David!",4.16,56411,3113,5.0,English,32 pages,Hardcover,Published September 1st 1998 by Blue Sky Press (first published 1998),Childrens,David Shannon
3246,A Bad Case of Stripes,4.26,81541,2684,4.0,English,32 pages,Paperback,Published May 1st 2004 by Scholastic Paperbacks (first published January 1st 1998),Childrens,David Shannon
3247,Harry Potter and the Cursed Child: Parts One and Two,3.51,922006,70868,3.0,English,343 pages,Hardcover,"Published July 31st 2016 by Little, Brown",Fantasy,John Tiffany
